id,titolo,descrizione,programma,tipo,stato,data_apertura,data_chiusura,budget_totale,contributo_max,beneficiari,settore,keywords,ente,link
,Sustainable European aquaculture 4.0: nutrition and breeding,Blue Growth,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-01-23T00:00:00.000+0000,,,,,"Social sciences and humanities, Blue Growth, Veterinary medicine, International cooperation, aquaculture",H2020-BG-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Sustainable European aquaculture 4.0: nutrition and breeding,Blue Growth,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Social sciences and humanities, Blue Growth, Veterinary medicine, International cooperation, aquaculture",H2020-BG-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Technologies for first responders,Security,31045243,1,31094503,2019-03-14T00:00:00.000+0000,2019-08-22T00:00:00.000+0000,,,,,"Ensure and Mantaining Law and Order, Decrease technological and industrial risks, Surveillance of zones under humanitarian risk (mi, Social sciences and humanities, Protection of Installations and buildings of vital",H2020-SU-SEC-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"The changing cryosphere: uncertainties, risks and opportunities","Building a low-carbon, climate resilient future: climate action in support of the Paris Agreement",31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-02-19T00:00:00.000+0000,,,,,"Technology evaluation, Environmental biology, Environmental impact assessment, Risks assessment, modelling and impact reduction, Economic and socio-economic evaluation, economic-f",H2020-LC-CLA-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"The changing cryosphere: uncertainties, risks and opportunities","Building a low-carbon, climate resilient future: climate action in support of the Paris Agreement",31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-02-19T00:00:00.000+0000,,,,,"Technology evaluation, Environmental biology, Environmental impact assessment, Risks assessment, modelling and impact reduction, Economic and socio-economic evaluation, economic-f",H2020-LC-CLA-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ERA-NET Cofund: Public-Public Partnerships in the bioeconomy,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-14T00:00:00.000+0000,,,,,"Plant breeding and plant protection, Nutrition, Dietetics, Agricultural biotechnology and food biotechnology, Horticulture, viticulture, Agriculture",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ERA-NET Cofund: Public-Public Partnerships in the bioeconomy,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2015-10-27T00:00:00.000+0000,2016-02-17T00:00:00.000+0000,,,,,"Plant breeding and plant protection, Nutrition, Dietetics, Agricultural biotechnology and food biotechnology, Horticulture, viticulture, Agriculture",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstration of the most promising advanced biofuel pathways,COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2016-05-11T00:00:00.000+0000,2016-09-08T00:00:00.000+0000,,,,,"Second Generation Biofuels, Transport biofuels, Social sciences and humanities, Sustainable transport - general, Sustainability",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EU-China cooperation on sustainable urbanisation,ENGAGING TOGETHER GLOBALLY,31045243,1,31094503,2015-12-08T00:00:00.000+0000,2016-04-14T00:00:00.000+0000,,,,,"Global and transnational governance, international, Innovation systems, International relations, Common Foreign Security Policy (CFSP), Social sciences and humanities",H2020-SC6-ENG-GLOBALLY-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EU-China cooperation on sustainable urbanisation,ENGAGING TOGETHER GLOBALLY,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"Global and transnational governance, international, Innovation systems, International relations, Common Foreign Security Policy (CFSP), Social sciences and humanities",H2020-SC6-ENG-GLOBALLY-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Photonics Manufacturing Pilot Lines for Photonic Components and Devices,Information and Communication Technologies,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-04-17T00:00:00.000+0000,,,,,"Electronics, photonics, Photonic integration, photonic integrated circuits, Photonics, Contractual public-private partnership, Optoelectronics",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Photonics Manufacturing Pilot Lines for Photonic Components and Devices,Information and Communication Technologies,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-03-28T00:00:00.000+0000,,,,,"Electronics, photonics, Photonic integration, photonic integrated circuits, Photonics, Contractual public-private partnership, Optoelectronics",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Raw materials policy support actions,Greening the Economy,31045243,1,31094503,2016-11-08T00:00:00.000+0000,2017-03-07T00:00:00.000+0000,,,,,"Environmental and geological engineering, geotechn, Terrestrial ecology, land cover change, Political systems and institutions, governance, Population dynamics, Econometrics, statistical methods",H2020-SC5-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Advancing basic biological knowledge and improving management tools for commercially important fish and other seafood species,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-14T00:00:00.000+0000,,,,,"Ecology, Fishery, Aquaculture, fisheries, International cooperation, Business development",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Advancing basic biological knowledge and improving management tools for commercially important fish and other seafood species,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2015-10-27T00:00:00.000+0000,2016-02-17T00:00:00.000+0000,,,,,"Ecology, Fishery, Aquaculture, fisheries, International cooperation, Business development",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Integrating Activities for Advanced Communities,Integrating and opening research infrastructures of European interest,31045243,1,31094503,2017-12-05T00:00:00.000+0000,2018-03-22T00:00:00.000+0000,,,,,"Gender, International cooperation, Social sciences and humanities, Accelerating Clean Energy Innovation, Blue Growth",H2020-INFRAIA-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Integrating Activities for Advanced Communities,Integrating and opening research infrastructures of European interest,31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-03-20T00:00:00.000+0000,,,,,"Gender, International cooperation, Social sciences and humanities, Accelerating Clean Energy Innovation, Blue Growth",H2020-INFRAIA-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support to research organisations to implement gender equality plans,Science with and for Society,31045243,1,31094503,2017-04-12T00:00:00.000+0000,2017-08-31T00:00:00.000+0000,,,,,"Gender, EU research policy /Research policies in the EU, Gender, Women and gender studies, Gender in social sciences",H2020-SwafS-2016-17,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support to research organisations to implement gender equality plans,Science with and for Society,31045243,1,31094503,2016-04-13T00:00:00.000+0000,2016-08-30T00:00:00.000+0000,,,,,"Gender, EU research policy /Research policies in the EU, Gender, Women and gender studies, Gender in social sciences",H2020-SwafS-2016-17,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Valorisation of waste heat in industrial systems (SPIRE PPP),Energy Efficiency Call 2016-2017,31045243,1,31094503,2015-10-15T00:00:00.000+0000,2016-01-21T00:00:00.000+0000,,,,,"Energy efficient industry, Industrial processes, Energy efficiency - general, Contractual public-private partnership, SPIRE",H2020-EE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Valorisation of waste heat in industrial systems (SPIRE PPP),Energy Efficiency Call 2016-2017,31045243,1,31094503,2016-07-26T00:00:00.000+0000,2017-01-19T00:00:00.000+0000,,,,,"Energy efficient industry, Industrial processes, Energy efficiency - general, Contractual public-private partnership, SPIRE",H2020-EE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstration of applied solutions to enhance border and external security,Security,31045243,1,31094503,2019-03-14T00:00:00.000+0000,2019-08-22T00:00:00.000+0000,,,,,"Detection, identification and authentication, Mission Capabilities, Control and track cross border goods and materials, Surveillance of environment (control, detection CB, Control and track cross border information",H2020-SU-SEC-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Understanding the transformation of European public administrations,UNDERSTANDING EUROPE - PROMOTING THE EUROPEAN PUBLIC AND CULTURAL SPACE,31045243,1,31094503,2015-10-27T00:00:00.000+0000,2016-02-04T00:00:00.000+0000,,,,,"New participatory democracy models, Cultural history, history of collective identities, Political systems and institutions, governance, Web and information systems, database systems, inf, Social sciences and humanities",H2020-SC6-CULT-COOP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Big Data PPP: Large Scale Pilot actions in sectors best benefitting from data-driven innovation,Information and Communication Technologies Call,31045243,1,31094503,2015-10-20T00:00:00.000+0000,2016-04-12T00:00:00.000+0000,,,,,"Data stream analysis, Data visualization, Theoretical computer science, formal methods, Contractual public-private partnership, Very large data bases",H2020-ICT-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Big Data PPP: Large Scale Pilot actions in sectors best benefitting from data-driven innovation,Information and Communication Technologies Call,31045243,1,31094503,2016-12-08T00:00:00.000+0000,2017-04-25T00:00:00.000+0000,,,,,"Data stream analysis, Data visualization, Theoretical computer science, formal methods, Contractual public-private partnership, Very large data bases",H2020-ICT-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Understanding the transformation of European public administrations,UNDERSTANDING EUROPE - PROMOTING THE EUROPEAN PUBLIC AND CULTURAL SPACE,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"New participatory democracy models, Cultural history, history of collective identities, Political systems and institutions, governance, Web and information systems, database systems, inf, Social sciences and humanities",H2020-SC6-CULT-COOP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Better integration of evidence on the impact of research and innovation in policy making,CO-CREATION FOR GROWTH AND INCLUSION,31045243,1,31094503,2015-10-27T00:00:00.000+0000,2016-02-04T00:00:00.000+0000,,,,,"Econometrics, statistical methods, Macroeconomics, Open Innovation, Social sciences and humanities, Open Science",H2020-SC6-CO-CREATION-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Better integration of evidence on the impact of research and innovation in policy making,CO-CREATION FOR GROWTH AND INCLUSION,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"Econometrics, statistical methods, Macroeconomics, Open Innovation, Social sciences and humanities, Open Science",H2020-SC6-CO-CREATION-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Genetic resources and pre-breeding communities,Sustainable Food Security,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-01-23T00:00:00.000+0000,,,,,"Open Science, Plant genetic resources, Agrobiodiversity, Animal genetic resources, Biodiversity conservation",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Genetic resources and pre-breeding communities,Sustainable Food Security,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Open Science, Plant genetic resources, Agrobiodiversity, Animal genetic resources, Biodiversity conservation",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Cities as climate-resilient, connected multimodal nodes for smart and clean mobility: new approaches towards demonstrating and testing innovative solutions",2018-2020 Mobility for Growth,31045243,1,31094503,2019-12-03T00:00:00.000+0000,2020-04-28T00:00:00.000+0000,,,,,"Interoperability, Social sciences and humanities, Transport & Mobility, Innovation, Multimodality",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Policy and international cooperation measures for research infrastructures,Support to policy and international cooperation,31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-03-20T00:00:00.000+0000,,,,,International cooperation,H2020-INFRASUPP-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Policy and international cooperation measures for research infrastructures,Support to policy and international cooperation,31045243,1,31094503,2017-12-05T00:00:00.000+0000,2018-03-22T00:00:00.000+0000,,,,,International cooperation,H2020-INFRASUPP-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Cities as climate-resilient, connected multimodal nodes for smart and clean mobility: new approaches towards demonstrating and testing innovative solutions",2018-2020 Mobility for Growth,31045243,1,31094503,2019-09-03T00:00:00.000+0000,2020-01-09T00:00:00.000+0000,,,,,"Interoperability, Social sciences and humanities, Transport & Mobility, Innovation, Multimodality",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EGNSS applications fostering digitisation,EGNSS market uptake 2019-2020,31045243,1,31094503,2019-11-05T00:00:00.000+0000,2020-03-05T00:00:00.000+0000,,,,,Global Satellite Navigation System (GNSS) / Servic,H2020-SPACE-EGNSS-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EGNSS applications fostering digitisation,EGNSS market uptake 2019-2020,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-03-05T00:00:00.000+0000,,,,,Global Satellite Navigation System (GNSS) / Servic,H2020-SPACE-EGNSS-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Next Generation Internet - An Open Internet Initiative,Information and Communication Technologies,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-04-17T00:00:00.000+0000,,,,,"Social sciences and humanities, Related to SME and start-up support, Internet Ethics, (user-centric) privacy preservation, Internet Services & Applications",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Pan-European networks of practitioners and other actors in the field of security,Security,31045243,1,31094503,2020-03-12T00:00:00.000+0000,2020-08-27T00:00:00.000+0000,,,,,"Ensure Economic Security, Protection of networks, Avert and foreseen Catastrophes, Ensure Identification and control of goods and peo, Preserve the functionning of the State",H2020-SU-SEC-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Pan-European networks of practitioners and other actors in the field of security,Security,31045243,1,31094503,2019-03-14T00:00:00.000+0000,2019-08-22T00:00:00.000+0000,,,,,"Ensure Economic Security, Protection of networks, Avert and foreseen Catastrophes, Ensure Identification and control of goods and peo, Preserve the functionning of the State",H2020-SU-SEC-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Pan-European networks of practitioners and other actors in the field of security,Security,31045243,1,31094503,2018-03-15T00:00:00.000+0000,2018-08-28T00:00:00.000+0000,,,,,"Ensure Economic Security, Protection of networks, Avert and foreseen Catastrophes, Ensure Identification and control of goods and peo, Preserve the functionning of the State",H2020-SU-SEC-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,New and emerging risks to plant health,Sustainable Food Security,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-01-23T00:00:00.000+0000,,,,,"Biological control, Plant pests, Agriculture related to crop production, soil biolo, Plant biology, Plant growth",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,New and emerging risks to plant health,Sustainable Food Security,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Biological control, Plant pests, Agriculture related to crop production, soil biolo, Plant biology, Plant growth",H2020-SFS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Raw materials innovation for the circular economy: sustainable processing, reuse, recycling and recovery schemes ",Greening the economy in line with the Sustainable Development Goals (SDGs),31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-02-27T00:00:00.000+0000,,,,,"Waste water treatment, Resources efficiency, Energy intensive industry, Environmental impact assessment, Chemical process engineering",H2020-SC5-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Raw materials innovation for the circular economy: sustainable processing, reuse, recycling and recovery schemes ",Greening the economy in line with the Sustainable Development Goals (SDGs),31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-02-19T00:00:00.000+0000,,,,,"Waste water treatment, Resources efficiency, Energy intensive industry, Environmental impact assessment, Chemical process engineering",H2020-SC5-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Raw materials policy support actions,Greening the Economy,31045243,1,31094503,2015-11-10T00:00:00.000+0000,2016-03-08T00:00:00.000+0000,,,,,"Environmental and geological engineering, geotechn, Terrestrial ecology, land cover change, Political systems and institutions, governance, Population dynamics, Econometrics, statistical methods",H2020-SC5-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Harnessing and understanding the impacts of changes in urban mobility on policy making by city-led innovation for sustainable urban mobility,2018-2020 Mobility for Growth,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-04-04T00:00:00.000+0000,,,,,"Sustainable planning, Responsible Research and Innovation, Modal shift / co-modality, Mobility management, Sustainable transport",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Harnessing and understanding the impacts of changes in urban mobility on policy making by city-led innovation for sustainable urban mobility,2018-2020 Mobility for Growth,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-01-31T00:00:00.000+0000,,,,,"Sustainable planning, Responsible Research and Innovation, Modal shift / co-modality, Mobility management, Sustainable transport",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,The Port of the future,2016-2017 Mobility for Growth ,31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-02-01T00:00:00.000+0000,,,,,"Inland Waterways (IWW), Port and construction, Social sciences and humanities, Mobility, International cooperation",H2020-MG-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,The Port of the future,2016-2017 Mobility for Growth ,31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-01-26T00:00:00.000+0000,,,,,"Inland Waterways (IWW), Port and construction, Social sciences and humanities, Mobility, International cooperation",H2020-MG-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Earth observation technologies,Space 2018-2020,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-03-12T00:00:00.000+0000,,,,,"Optical equipment and instrument technology, Optical system engineering, Optical component technology and materials, Remote Sensing Instruments / Sensors, Antennas",H2020-SPACE-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Earth observation technologies,Space 2018-2020,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-03-06T00:00:00.000+0000,,,,,"Optical equipment and instrument technology, Optical system engineering, Optical component technology and materials, Remote Sensing Instruments / Sensors, Antennas",H2020-SPACE-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Development of commercial activities and services through the use of GEOSS and Copernicus data ,Greening the economy in line with the Sustainable Development Goals (SDGs),31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-02-19T00:00:00.000+0000,,,,,"Environmental sciences, Space, Earth and related environmental sciences, Innovation, Open Science",H2020-SC5-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Development of commercial activities and services through the use of GEOSS and Copernicus data ,Greening the economy in line with the Sustainable Development Goals (SDGs),31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-02-19T00:00:00.000+0000,,,,,"Environmental sciences, Space, Earth and related environmental sciences, Innovation, Open Science",H2020-SC5-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Organic breeding – Increasing the competitiveness of the organic breeding and farming sectors,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-14T00:00:00.000+0000,,,,,"Forage crops, Field crops, Plant breeding and plant protection, Horticulture, viticulture, Organic farming",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Organic breeding – Increasing the competitiveness of the organic breeding and farming sectors,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2015-10-27T00:00:00.000+0000,2016-02-17T00:00:00.000+0000,,,,,"Forage crops, Field crops, Plant breeding and plant protection, Horticulture, viticulture, Organic farming",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Individual support to ESFRI and other world-class research infrastructures,Development and long-term sustainability of new pan-European research infrastructures,31045243,1,31094503,2018-11-14T00:00:00.000+0000,2019-03-20T00:00:00.000+0000,,,,,International cooperation,H2020-INFRADEV-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Individual support to ESFRI and other world-class research infrastructures,Development and long-term sustainability of new pan-European research infrastructures,31045243,1,31094503,2017-12-05T00:00:00.000+0000,2018-03-22T00:00:00.000+0000,,,,,International cooperation,H2020-INFRADEV-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Closing nutrient cycles,Rural Renaissance,31045243,1,31094503,2019-10-15T00:00:00.000+0000,2020-01-23T00:00:00.000+0000,,,,,"Waste water treatment, Soil science, Technology assessment, Waste management, Soil improvement",H2020-RUR-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Closing nutrient cycles,Rural Renaissance,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Waste water treatment, Soil science, Technology assessment, Waste management, Soil improvement",H2020-RUR-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Closing nutrient cycles,Rural Renaissance,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-01-23T00:00:00.000+0000,,,,,"Waste water treatment, Soil science, Technology assessment, Waste management, Soil improvement",H2020-RUR-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Closing nutrient cycles,Rural Renaissance,31045243,1,31094503,2019-10-15T00:00:00.000+0000,2020-01-23T00:00:00.000+0000,,,,,"Waste water treatment, Soil science, Technology assessment, Waste management, Soil improvement",H2020-RUR-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support for dissemination events in the field of Transport Research,2018-2020 Mobility for Growth,31045243,1,31094503,2018-09-05T00:00:00.000+0000,2019-03-14T00:00:00.000+0000,,,,,"Transport engineering, intelligent transport syste, Social sciences and humanities, Transport systems, Education and public outreach, Transport Aviation / Air traffic management (ATM)",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support for dissemination events in the field of Transport Research,2018-2020 Mobility for Growth,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-04-04T00:00:00.000+0000,,,,,"Transport engineering, intelligent transport syste, Social sciences and humanities, Transport systems, Education and public outreach, Transport Aviation / Air traffic management (ATM)",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Technologies for first responders,Security,31045243,1,31094503,2018-03-15T00:00:00.000+0000,2018-08-28T00:00:00.000+0000,,,,,"Ensure and Mantaining Law and Order, Decrease technological and industrial risks, Surveillance of zones under humanitarian risk (mi, Social sciences and humanities, Protection of Installations and buildings of vital",H2020-SU-SEC-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstration of the most promising advanced biofuel pathways,COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2017-05-11T00:00:00.000+0000,2017-09-07T00:00:00.000+0000,,,,,"Second Generation Biofuels, Transport biofuels, Social sciences and humanities, Sustainable transport - general, Sustainability",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,FET Innovation Launchpad,FET Open – Novel ideas for radically new technologies,31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-10-16T00:00:00.000+0000,,,,,"Financial & Investment management, Open Innovation, Innovation management, Technology management, Market-creating innovation",H2020-FETOPEN-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,FET Innovation Launchpad,FET Open – Novel ideas for radically new technologies,31045243,1,31094503,2019-10-09T00:00:00.000+0000,2020-10-14T00:00:00.000+0000,,,,,"Financial & Investment management, Open Innovation, Innovation management, Technology management, Market-creating innovation",H2020-FETOPEN-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Taking stock and re-examining the role of science communication,Science with and for Society,31045243,1,31094503,2018-12-11T00:00:00.000+0000,2019-04-02T00:00:00.000+0000,,,,,"Journalism, Responsible Research and Innovation, Gender, Media and socio-cultural communication, Political systems and institutions, governance",H2020-SwafS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Taking stock and re-examining the role of science communication,Science with and for Society,31045243,1,31094503,2019-12-10T00:00:00.000+0000,2020-04-23T00:00:00.000+0000,,,,,"Journalism, Responsible Research and Innovation, Gender, Media and socio-cultural communication, Political systems and institutions, governance",H2020-SwafS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Identification of gaps, barriers and needs in the aviation research",2016-2017 Mobility for Growth ,31045243,1,31094503,2015-10-15T00:00:00.000+0000,2016-01-26T00:00:00.000+0000,,,,,"Aeronautics policy, Aeronautics R&D, International cooperation, Flightpath 2050, ACARE SRIA",H2020-MG-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Identification of gaps, barriers and needs in the aviation research",2016-2017 Mobility for Growth ,31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-02-01T00:00:00.000+0000,,,,,"Aeronautics policy, Aeronautics R&D, International cooperation, Flightpath 2050, ACARE SRIA",H2020-MG-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Novel routes to green hydrogen production,EIC Pathfinder Challenges 2021,43108390,1,31094503,2021-06-14T22:00:00.000+0000,2021-10-26T22:00:00.000+0000,,,,,"Alternative fuels and (transport) infrastructure, Applied biotechnology (non-medical), bioreactors, applied microbiology, BTT1 New materials, Bio-based products (products that are manufactured using biological material as feedstock) bio-based materials, bio-based plastics, biofuels, bio-based and bio-derived bulk and fine chemicals, bio-based and bio-derived novel materials, Biochemistry",HORIZON-EIC-2021-PATHFINDERCHALLENGES-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
